ID;DATUM;TYZDEN;C_1;C_2;C_3;C_4;C_5;C_6;C_7;C_8;C_9;C_10;C_11;C_12;C_13;C_14;C_15;C_16;C_17;C_18;C_19;C_20
3881;27.9.2009;39;67;55;33;14;10;62;66;80;15;43;28;52;13;24;71;34;56;1;11;75
3882;28.9.2009;40;6;7;18;4;37;22;27;56;45;23;74;8;68;17;9;10;77;76;50;32
3883;29.9.2009;40;56;73;16;27;74;34;11;68;39;57;12;8;31;66;75;1;71;25;30;80
3884;30.9.2009;40;38;51;37;69;20;15;34;11;70;52;22;66;29;74;14;42;36;19;21;17
3885;1.10.2009;40;50;77;2;8;16;47;67;27;59;66;65;56;73;22;40;71;26;15;74;76
3886;2.10.2009;40;44;74;40;21;79;53;32;38;75;55;57;5;12;19;66;17;1;39;22;77
3887;3.10.2009;40;56;11;68;5;76;70;62;29;35;26;6;31;43;21;25;73;41;13;22;1
3888;4.10.2009;40;60;42;19;45;34;55;18;66;7;11;48;44;3;35;38;75;22;16;17;50
3889;5.10.2009;41;36;74;47;77;79;1;22;62;20;53;70;65;42;26;38;21;14;75;51;61
3890;6.10.2009;41;19;28;73;50;13;69;45;16;66;34;4;54;12;79;15;43;32;14;20;3
3891;7.10.2009;41;74;37;54;76;60;32;57;51;52;69;55;62;78;36;8;34;6;70;7;18
3892;8.10.2009;41;39;1;8;31;77;53;69;60;44;72;28;66;48;59;47;6;18;7;68;2
3893;9.10.2009;41;69;17;73;9;16;30;8;35;12;28;10;66;53;63;18;75;39;56;44;70
3894;10.10.2009;41;21;73;52;28;11;57;35;41;9;16;2;70;42;54;63;18;15;48;69;1
3895;11.10.2009;41;48;15;19;36;9;80;35;32;25;28;66;59;41;75;68;23;70;62;12;27
3896;12.10.2009;42;25;9;23;34;70;27;66;51;67;15;21;74;47;13;8;36;18;41;20;10
3897;13.10.2009;42;79;26;70;27;33;54;76;60;56;43;15;58;23;29;5;37;48;73;62;10
3898;14.10.2009;42;60;14;40;11;45;64;58;62;25;3;9;22;15;20;78;47;38;48;6;71
3899;15.10.2009;42;31;34;37;9;3;35;7;60;45;32;11;73;30;72;66;44;71;27;15;48
3900;16.10.2009;42;29;30;34;1;76;53;46;23;38;40;25;47;17;4;19;21;63;80;78;57
3901;17.10.2009;42;58;43;51;70;56;49;59;53;21;26;76;33;61;73;45;55;31;27;63;67
3902;18.10.2009;42;48;80;24;73;10;52;33;43;41;29;57;16;15;31;12;77;32;60;37;65
3903;19.10.2009;43;75;49;48;51;64;18;79;9;78;10;24;4;76;36;53;41;23;52;68;16
3904;20.10.2009;43;24;62;69;45;9;64;77;12;22;61;32;37;41;33;79;49;1;25;43;60
3905;21.10.2009;43;15;10;62;23;68;35;66;69;73;34;65;21;70;28;43;6;3;55;27;56
3906;22.10.2009;43;46;13;80;63;67;44;68;73;42;76;58;47;49;19;1;26;71;61;7;29
3907;23.10.2009;43;73;7;43;39;29;18;2;76;52;41;22;79;12;46;45;72;38;75;61;9
3908;24.10.2009;43;12;76;42;1;51;11;35;55;73;8;6;30;14;36;77;31;5;48;9;74
3909;25.10.2009;43;65;67;39;42;12;73;78;74;17;69;75;77;34;23;36;28;66;22;13;72
3910;26.10.2009;44;48;74;35;30;9;66;60;53;3;42;14;36;80;29;73;4;62;22;6;34
3911;27.10.2009;44;19;15;20;32;74;35;41;60;23;4;75;39;79;5;55;56;36;30;49;58
3912;28.10.2009;44;56;79;59;24;62;70;14;67;2;16;49;52;57;35;31;55;76;40;73;4
3913;29.10.2009;44;19;79;8;27;80;53;74;6;76;50;4;5;55;52;46;69;21;63;64;3
3914;30.10.2009;44;75;43;51;34;4;16;3;18;67;63;2;53;24;9;17;19;27;25;28;56
3915;31.10.2009;44;22;45;28;42;76;29;6;8;30;43;32;21;4;14;44;53;11;69;61;64
3916;1.11.2009;44;44;56;63;72;19;15;16;60;35;37;23;78;68;33;22;59;73;48;17;79
3917;2.11.2009;45;73;44;74;57;56;18;64;19;38;1;27;15;46;3;72;59;43;49;6;52
3918;3.11.2009;45;23;57;74;25;61;22;71;70;72;26;66;34;73;33;32;27;43;67;60;10
3919;4.11.2009;45;74;28;24;61;49;59;47;17;41;62;29;80;73;50;2;39;31;48;44;6
3920;5.11.2009;45;20;40;48;14;21;57;53;72;12;67;50;31;26;11;56;1;58;65;10;3
3921;6.11.2009;45;47;53;38;10;6;32;72;23;13;3;12;17;41;50;60;36;63;54;73;70
3922;7.11.2009;45;68;23;60;61;42;54;29;41;20;63;7;28;51;59;39;5;38;72;79;1
3923;8.11.2009;45;12;31;72;26;71;16;5;45;32;58;52;73;47;80;6;48;49;50;39;1
3924;9.11.2009;46;39;60;48;32;52;50;8;53;26;18;14;67;6;68;40;30;29;44;4;63
3925;10.11.2009;46;14;37;19;3;68;48;21;79;67;60;24;8;66;71;13;59;40;22;57;2
3926;11.11.2009;46;6;67;22;37;13;56;65;27;29;70;78;40;54;28;49;25;63;21;45;69
3927;12.11.2009;46;11;43;16;45;80;21;59;4;36;52;34;1;48;20;18;55;9;24;44;39
3928;13.11.2009;46;10;19;54;32;77;11;7;70;16;40;38;55;21;69;31;58;20;66;46;6
3929;14.11.2009;46;53;2;51;78;33;55;19;14;32;26;48;77;25;76;38;59;12;79;66;22
3930;15.11.2009;46;39;76;2;53;15;3;25;45;70;52;33;46;54;48;1;14;55;59;65;49
3931;16.11.2009;47;28;73;6;72;71;55;1;50;58;52;77;3;10;2;19;64;45;35;21;70
3932;17.11.2009;47;28;29;77;21;16;36;78;80;41;11;43;34;47;8;23;42;14;51;50;5
3933;18.11.2009;47;76;64;79;57;23;74;65;35;53;4;31;51;44;70;24;27;45;14;72;80
3934;19.11.2009;47;5;11;56;54;41;10;59;35;3;6;49;25;43;22;79;31;68;28;48;24
3935;20.11.2009;47;65;52;58;53;2;54;18;47;49;43;73;29;44;61;64;41;27;21;79;11
3936;21.11.2009;47;54;52;35;16;36;43;71;19;47;73;2;23;40;11;39;64;30;61;12;48
3937;22.11.2009;47;24;73;17;54;13;26;80;70;16;48;59;62;45;18;53;67;56;68;55;20
3938;23.11.2009;48;57;65;52;71;27;21;59;78;19;42;67;11;56;60;40;50;76;23;1;55
3939;24.11.2009;48;37;74;48;4;76;28;15;3;1;46;11;49;17;30;43;55;12;10;73;23
3940;25.11.2009;48;9;49;27;19;39;16;60;69;33;7;5;68;15;4;46;25;53;57;8;18
3941;26.11.2009;48;5;77;41;9;32;57;12;31;36;51;33;15;42;63;69;22;6;73;27;58
3942;27.11.2009;48;63;72;42;13;7;30;50;61;8;39;41;10;67;75;40;68;58;47;70;34
3943;28.11.2009;48;9;76;17;44;39;25;36;48;37;62;16;8;32;14;50;24;54;33;2;77
3944;29.11.2009;48;34;35;13;27;5;33;31;50;12;59;71;3;74;14;7;54;28;72;56;23
3945;30.11.2009;49;62;32;42;64;16;72;40;39;70;10;5;50;12;60;38;79;59;76;35;9
3946;1.12.2009;49;52;26;61;53;79;34;44;56;8;2;45;67;62;18;58;4;31;22;68;5
3947;2.12.2009;49;10;2;14;5;32;11;45;55;59;34;58;70;72;8;49;39;21;68;61;48
3948;3.12.2009;49;41;28;57;56;31;76;52;49;14;5;42;2;16;70;73;30;20;61;46;58
3949;4.12.2009;49;38;71;67;33;51;36;20;57;14;8;7;21;15;63;28;77;47;11;55;12
3950;5.12.2009;49;63;31;79;73;13;30;64;38;28;21;57;1;46;23;62;55;29;67;41;7
3951;6.12.2009;49;3;36;67;79;18;7;61;31;12;27;75;76;71;4;16;51;38;58;78;56
3952;7.12.2009;50;26;45;30;24;42;64;46;80;60;14;6;12;27;76;41;77;50;43;48;70
3953;8.12.2009;50;26;66;78;53;50;61;62;31;17;69;18;71;46;57;77;9;39;68;1;20
3954;9.12.2009;50;45;78;43;36;72;77;53;57;62;66;1;48;7;47;19;12;50;8;27;18
3955;10.12.2009;50;32;12;10;18;62;69;28;71;58;25;80;4;35;17;54;68;78;24;5;72
3956;11.12.2009;50;47;52;65;10;45;29;36;38;44;69;3;50;39;59;60;18;5;17;23;24
3957;12.12.2009;50;5;53;47;51;69;67;17;78;30;4;64;9;68;11;31;56;49;40;7;63
3958;13.12.2009;50;71;23;48;69;25;53;31;6;76;2;36;19;28;11;5;26;68;27;61;39
3959;14.12.2009;51;10;9;49;63;28;15;58;57;23;22;66;33;18;55;25;54;27;17;60;19
3960;15.12.2009;51;75;45;17;78;11;38;50;44;66;2;30;69;53;37;15;61;70;25;54;34
3961;16.12.2009;51;18;52;13;48;71;76;79;47;20;78;3;59;24;44;15;31;21;61;43;57
3962;17.12.2009;51;4;16;40;23;76;47;61;69;20;51;58;74;73;64;34;6;59;36;42;27
3963;18.12.2009;51;52;58;13;27;20;72;41;57;79;6;16;37;5;3;51;56;70;25;45;19
3964;19.12.2009;51;24;22;19;49;18;66;45;14;36;5;64;61;40;39;26;67;54;78;41;4
3965;20.12.2009;51;3;64;44;33;29;73;31;2;79;57;63;37;55;53;8;75;72;36;13;52
3966;21.12.2009;52;44;24;27;26;53;59;1;8;71;36;25;38;12;77;75;9;61;6;32;20
3967;22.12.2009;52;36;45;80;25;44;37;10;49;79;26;33;53;20;21;31;22;55;74;62;58
3968;23.12.2009;52;44;77;74;57;18;69;2;61;58;73;24;7;16;5;12;72;62;1;75;67
3969;24.12.2009;52;30;59;37;27;23;3;80;29;32;10;1;11;75;24;4;39;50;61;12;6
3970;25.12.2009;52;48;5;28;15;65;27;38;62;8;35;49;11;69;43;24;47;46;1;34;45
3971;26.12.2009;52;63;49;29;41;57;68;2;62;5;3;32;8;1;70;24;40;26;13;6;20
3972;27.12.2009;52;22;8;44;80;3;40;39;48;47;16;60;15;25;79;72;31;35;13;68;17
3973;28.12.2009;53;25;23;58;26;46;16;47;6;24;37;49;55;43;69;65;59;63;56;22;15
3974;29.12.2009;53;42;63;70;31;75;29;27;59;54;58;57;4;51;50;10;28;47;74;72;62
3975;30.12.2009;53;79;65;43;77;47;1;16;62;50;26;34;2;38;21;49;6;51;44;72;33
3976;31.12.2009;53;46;53;77;27;71;44;41;75;18;30;59;63;1;50;80;54;38;72;12;45
3977;2.1.2010;53;11;3;24;27;76;75;14;58;25;22;5;36;70;50;28;35;40;31;55;12
3978;3.1.2010;53;52;16;26;63;74;34;80;58;73;40;7;3;37;6;2;50;56;5;46;42
3979;4.1.2010;1;45;30;68;64;63;71;16;19;11;15;57;24;27;39;32;22;72;42;75;65
3980;5.1.2010;1;29;36;14;78;71;38;8;67;12;22;5;68;13;18;75;61;16;52;55;40
3981;6.1.2010;1;72;68;39;2;38;10;55;7;50;56;3;8;57;22;9;34;67;24;18;61
3982;7.1.2010;1;43;58;26;16;56;23;57;6;30;27;40;32;65;44;1;69;53;12;39;33
3983;8.1.2010;1;76;31;4;34;16;72;60;35;6;17;73;14;20;25;58;5;27;28;65;36
3984;9.1.2010;1;68;47;21;59;52;76;40;12;58;61;80;23;67;73;43;62;16;55;36;8
3985;10.1.2010;1;70;27;30;50;1;72;14;24;5;19;33;20;44;62;38;76;17;7;58;61
3986;11.1.2010;2;33;16;26;21;71;29;62;51;2;15;45;23;53;72;50;56;55;67;68;30
3987;12.1.2010;2;10;58;23;16;69;13;26;6;72;66;2;8;27;53;43;75;25;64;47;36
3988;13.1.2010;2;59;37;43;61;50;77;68;54;70;75;19;4;66;34;78;39;51;41;2;12
3989;14.1.2010;2;52;28;42;22;74;47;67;29;75;9;71;14;54;60;40;62;17;27;18;73
3990;15.1.2010;2;71;21;68;8;42;32;39;55;4;18;23;43;38;70;25;13;76;40;24;41
3991;16.1.2010;2;61;60;37;23;58;57;76;51;18;7;1;40;48;42;50;59;17;6;49;33
3992;17.1.2010;2;66;47;6;8;50;30;59;42;61;33;26;18;15;23;4;24;3;75;37;13
3993;18.1.2010;3;33;51;57;2;78;34;56;5;68;35;38;75;44;27;50;59;66;76;48;36
3994;19.1.2010;3;50;1;48;56;72;77;30;7;5;69;75;8;28;65;35;21;80;57;41;34
3995;20.1.2010;3;22;35;6;70;29;75;74;45;3;41;8;50;12;37;49;59;39;77;72;48
3996;21.1.2010;3;55;48;44;37;27;47;6;1;50;35;68;66;4;78;33;26;58;25;2;80
3997;22.1.2010;3;19;75;41;33;10;27;23;46;20;4;57;2;50;8;65;66;6;73;71;42
3998;23.1.2010;3;6;23;45;1;30;63;36;3;42;72;69;52;32;16;46;33;12;38;59;53
3999;24.1.2010;3;51;11;77;36;1;14;60;59;19;43;9;23;56;2;47;62;70;79;32;54
4000;25.1.2010;4;28;22;37;40;45;29;25;11;24;65;3;70;44;41;38;20;19;61;57;21
4001;26.1.2010;4;72;73;46;34;18;75;36;80;31;5;33;32;65;40;50;42;53;67;79;78
4002;27.1.2010;4;47;21;45;33;38;36;63;76;23;65;19;27;6;34;42;14;62;64;55;58
4003;28.1.2010;4;53;74;79;75;63;50;43;19;7;1;45;61;15;70;72;64;13;65;23;33
4004;29.1.2010;4;15;36;14;5;8;26;17;34;3;31;63;23;38;27;35;71;76;12;19;7
4005;30.1.2010;4;59;47;7;16;78;71;20;12;63;68;28;66;26;56;67;38;21;46;30;40
4006;31.1.2010;4;78;70;17;29;12;3;35;20;63;37;47;15;65;11;56;80;77;50;68;59
4007;1.2.2010;5;43;66;27;7;31;67;75;79;29;54;46;10;47;78;74;9;56;77;20;38
4008;2.2.2010;5;41;34;58;16;78;69;77;80;56;75;18;22;53;70;26;63;37;35;74;30
4009;3.2.2010;5;72;44;49;77;43;12;26;6;61;15;78;11;70;39;31;36;29;74;8;67
4010;4.2.2010;5;5;13;64;16;80;56;31;8;76;47;26;12;1;49;4;18;38;58;30;51
4011;5.2.2010;5;70;80;54;23;25;48;11;49;2;27;53;29;78;34;57;36;39;22;35;62
4012;6.2.2010;5;66;68;5;34;6;46;36;38;47;75;71;74;57;50;72;67;1;51;20;7
4013;7.2.2010;5;80;31;48;25;30;6;76;43;69;73;29;2;18;10;46;26;16;50;61;7
4014;8.2.2010;6;35;16;76;55;14;1;39;23;22;57;9;21;31;6;13;46;10;27;51;70
4015;9.2.2010;6;26;39;31;37;18;38;29;23;63;68;27;48;7;61;65;47;76;11;13;75
4016;10.2.2010;6;41;7;53;11;38;19;65;20;59;33;3;46;73;55;56;22;72;37;31;12
4017;11.2.2010;6;47;46;77;42;69;3;44;49;73;11;29;74;56;13;17;36;61;12;59;70
4018;12.2.2010;6;23;64;27;12;13;59;75;77;18;61;48;63;34;66;55;11;46;41;20;80
4019;13.2.2010;6;2;61;53;22;20;76;31;5;1;10;43;51;17;74;35;42;65;44;15;24
4020;14.2.2010;6;42;52;28;14;18;63;37;15;38;68;54;73;24;67;2;12;56;45;41;80
4021;15.2.2010;7;50;41;68;65;40;16;18;49;2;12;33;64;67;21;27;23;58;37;8;42
4022;16.2.2010;7;7;55;22;26;4;67;75;12;27;48;18;79;34;61;60;47;25;20;68;14
4023;17.2.2010;7;50;78;76;10;26;72;18;8;24;52;68;9;80;60;54;11;70;55;34;67
4024;18.2.2010;7;62;20;9;41;56;38;59;22;61;1;45;69;74;39;47;7;43;42;24;14
4025;19.2.2010;7;4;41;65;36;80;9;3;53;57;16;22;13;43;67;35;59;76;27;12;15
4026;20.2.2010;7;62;17;15;29;65;42;77;16;35;38;60;70;24;68;76;50;39;52;61;28
4027;21.2.2010;7;69;63;11;25;48;21;14;79;57;6;8;73;42;32;70;31;61;13;2;64
4028;22.2.2010;8;7;64;79;34;3;27;19;23;15;59;75;25;29;6;62;52;31;53;36;60
4029;23.2.2010;8;71;21;44;14;34;13;76;43;79;8;64;50;16;74;80;5;12;49;52;70
4030;24.2.2010;8;25;14;22;5;71;59;21;40;20;58;38;47;34;17;45;75;41;63;43;65
4031;25.2.2010;8;78;45;67;39;65;62;15;36;53;25;13;77;51;23;3;48;24;79;32;33
4032;26.2.2010;8;1;4;18;41;69;45;31;27;26;8;28;56;44;2;30;75;61;46;9;54
4033;27.2.2010;8;68;51;12;17;78;44;23;48;29;73;25;2;1;52;41;74;39;15;54;76
4034;28.2.2010;8;13;3;23;11;60;70;7;25;74;33;4;31;34;38;52;65;28;49;27;24
4035;1.3.2010;9;80;10;28;46;60;66;4;15;70;35;29;18;5;52;39;62;14;49;48;20
4036;2.3.2010;9;59;49;26;23;32;60;30;55;17;13;20;31;28;61;66;3;68;44;45;10
4037;3.3.2010;9;54;49;51;68;13;78;46;80;58;33;9;26;69;50;79;66;19;67;25;55
4038;4.3.2010;9;13;16;32;23;74;49;62;42;69;5;53;14;37;43;63;59;78;30;3;34
4039;5.3.2010;9;80;23;24;61;47;70;1;46;26;68;33;57;17;34;3;74;30;8;41;59
4040;6.3.2010;9;67;4;59;62;6;38;43;14;54;3;37;71;18;20;41;68;9;73;61;69
4041;7.3.2010;9;24;79;26;71;78;27;25;9;35;2;66;72;10;32;53;67;48;7;21;13
4042;8.3.2010;10;76;44;40;34;69;58;24;72;16;80;18;77;47;50;13;38;10;56;30;7
4043;9.3.2010;10;12;48;25;70;15;52;7;31;64;49;61;36;30;33;62;72;1;74;68;51
4044;10.3.2010;10;38;18;78;60;9;71;64;70;54;67;41;57;10;61;55;59;65;43;37;72
4045;11.3.2010;10;5;58;26;74;48;35;2;29;79;11;28;64;56;46;75;13;61;72;30;32
4046;12.3.2010;10;22;14;37;34;45;53;52;46;80;39;18;9;70;6;75;55;67;65;23;38
4047;13.3.2010;10;13;8;67;42;69;50;48;25;4;6;38;53;40;52;7;59;57;18;16;54
4048;14.3.2010;10;1;41;18;28;45;23;57;52;21;66;17;22;54;61;46;71;2;29;13;12
4049;15.3.2010;11;35;30;70;13;20;24;18;31;33;53;67;2;7;65;4;52;42;46;62;25
4050;16.3.2010;11;28;54;73;6;30;15;33;56;3;49;77;42;52;46;21;75;67;70;80;51
4051;17.3.2010;11;78;48;21;50;68;22;47;14;15;29;79;38;37;11;71;23;35;45;49;64
4052;18.3.2010;11;54;59;27;7;53;40;49;57;6;25;79;77;4;61;64;55;36;20;32;75
4053;19.3.2010;11;42;41;10;26;77;43;8;67;57;72;59;33;24;61;74;48;25;50;53;13
4054;20.3.2010;11;45;26;9;47;38;44;35;40;37;70;76;59;20;79;65;64;69;32;2;13
4055;21.3.2010;11;42;7;33;60;79;61;59;19;23;51;16;6;76;47;5;25;44;37;31;21
4056;22.3.2010;12;15;35;71;75;68;2;58;20;78;8;32;57;43;13;4;11;33;53;67;25
4057;23.3.2010;12;38;24;57;28;40;45;69;55;34;59;32;46;60;78;49;72;44;3;5;80
4058;24.3.2010;12;75;12;48;5;51;68;76;71;4;7;69;27;49;29;59;64;31;13;28;17
4059;25.3.2010;12;24;26;79;8;3;36;38;23;22;66;25;60;56;27;80;5;69;7;62;61
4060;26.3.2010;12;54;15;49;32;42;45;20;36;53;8;43;35;38;46;47;55;25;9;65;29
4061;27.3.2010;12;69;55;15;52;74;41;44;67;22;43;45;40;31;39;49;78;64;56;47;76
4062;28.3.2010;12;59;31;13;67;22;71;16;34;33;29;30;63;69;42;74;26;41;37;36;77
4063;29.3.2010;13;15;65;63;73;44;25;4;2;53;42;69;50;16;21;61;75;9;24;5;57
4064;30.3.2010;13;7;3;71;68;1;30;60;9;48;18;24;79;42;17;21;72;11;78;36;37
4065;31.3.2010;13;43;65;70;19;14;63;69;78;36;79;41;64;11;57;76;10;47;55;24;3
4066;1.4.2010;13;25;10;28;48;11;8;38;55;39;3;15;40;77;75;70;34;16;47;12;63
4067;3.4.2010;13;61;32;49;14;80;57;11;25;17;64;40;15;39;77;51;50;20;16;46;1
4068;4.4.2010;13;10;59;24;9;23;57;6;60;67;70;39;1;19;63;37;64;71;44;30;3
4069;5.4.2010;14;63;17;60;71;21;46;52;77;59;75;34;31;25;48;36;4;8;44;1;32
4070;6.4.2010;14;79;41;18;38;19;73;8;46;31;40;23;68;65;24;75;80;1;9;57;47
4071;7.4.2010;14;78;23;80;21;76;30;74;73;55;53;27;5;69;9;46;8;19;48;70;25
4072;8.4.2010;14;13;25;49;77;4;80;63;74;19;78;37;5;15;47;75;55;45;8;66;69
4073;9.4.2010;14;67;61;65;5;38;49;54;3;59;7;39;53;34;33;77;36;62;28;57;2
4074;10.4.2010;14;53;5;71;2;3;58;57;70;8;1;29;78;31;52;69;11;64;74;67;50
4075;11.4.2010;14;19;7;33;14;68;34;4;27;42;10;31;48;47;70;15;56;22;49;37;6
4076;12.4.2010;15;8;14;76;69;35;38;57;73;41;7;33;10;52;25;47;68;37;28;6;40
4077;13.4.2010;15;3;22;52;33;39;6;77;71;1;8;73;64;80;13;15;76;61;31;28;11
4078;14.4.2010;15;77;69;2;65;5;29;15;28;33;40;73;35;78;63;49;67;31;44;60;4
4079;15.4.2010;15;48;13;35;23;17;36;42;67;78;22;46;75;65;5;30;59;50;53;7;74
4080;16.4.2010;15;27;44;68;66;31;18;56;15;54;60;75;62;19;14;43;70;50;65;53;36
4081;17.4.2010;15;28;18;9;32;14;56;25;44;51;59;77;58;67;63;71;52;20;73;64;30
4082;18.4.2010;15;62;76;30;40;11;57;58;23;75;4;52;77;67;54;55;37;64;34;25;36
4083;19.4.2010;16;50;25;16;19;27;15;18;37;49;59;48;22;31;7;69;66;77;1;41;47
4084;20.4.2010;16;22;48;3;64;7;69;29;70;54;10;37;32;18;76;59;52;13;12;1;15
4085;21.4.2010;16;10;54;13;5;33;58;71;44;78;15;53;1;61;66;14;42;72;24;30;77
4086;22.4.2010;16;18;4;67;12;1;7;16;28;36;78;2;5;48;50;62;24;46;35;72;3
4087;23.4.2010;16;48;14;20;45;6;9;2;17;77;46;58;42;64;70;69;44;55;57;35;16
4088;24.4.2010;16;52;50;34;45;39;48;29;30;74;59;3;75;32;40;62;63;71;2;13;37
4089;25.4.2010;16;55;68;50;62;58;26;72;73;1;21;3;71;39;7;2;75;74;13;22;70
4090;26.4.2010;17;74;56;31;76;20;4;63;19;33;43;73;13;12;37;53;72;27;60;78;77
4091;27.4.2010;17;64;34;63;60;54;58;9;45;26;39;77;48;37;38;61;79;32;65;10;2
4092;28.4.2010;17;28;49;3;63;50;26;75;79;36;23;6;1;4;66;58;8;42;67;53;18
4093;29.4.2010;17;53;64;52;79;74;77;71;63;28;61;57;80;21;16;12;62;47;58;44;27
4094;30.4.2010;17;49;32;72;43;39;71;50;40;60;37;10;75;52;68;51;29;78;11;28;76
4095;1.5.2010;17;16;60;50;67;25;43;38;22;79;74;41;23;71;12;69;75;26;53;59;33
4096;2.5.2010;17;22;1;12;61;72;2;51;30;70;41;42;43;39;55;25;56;64;27;46;19
4097;3.5.2010;18;63;37;50;66;64;30;9;22;7;53;61;14;42;62;78;47;65;27;19;31
4098;4.5.2010;18;47;74;27;8;57;17;61;70;24;31;33;3;5;79;6;68;50;21;30;63
4099;5.5.2010;18;12;26;1;5;41;68;15;27;51;13;40;75;80;49;45;17;57;70;19;6
4100;6.5.2010;18;19;52;31;14;68;10;25;71;40;64;38;26;65;53;80;79;11;62;57;5
4101;7.5.2010;18;41;46;24;48;42;26;16;64;25;4;32;72;3;55;78;6;52;61;77;28
4102;8.5.2010;18;36;12;41;9;61;79;23;5;46;11;58;52;75;29;20;63;1;56;10;42
4103;9.5.2010;18;78;68;25;76;47;65;16;41;50;44;13;21;53;38;35;10;79;64;11;61
4104;10.5.2010;19;11;20;52;43;6;41;77;29;19;74;12;59;55;49;28;63;15;5;13;7
4105;11.5.2010;19;42;38;51;46;79;78;26;36;28;68;73;44;53;8;14;49;13;50;57;64
4106;12.5.2010;19;6;46;37;52;35;9;8;72;1;58;77;33;70;48;66;12;41;4;25;54
4107;13.5.2010;19;45;62;69;6;32;30;28;29;18;13;42;55;51;37;77;47;39;57;26;8
4108;14.5.2010;19;58;64;45;79;46;35;27;36;28;70;2;6;4;48;47;55;41;44;50;34
4109;15.5.2010;19;66;57;12;6;24;53;33;56;19;36;73;50;58;75;59;35;16;1;74;65
4110;16.5.2010;19;22;61;55;54;25;71;67;68;24;45;69;12;76;43;58;27;15;79;74;65
4111;17.5.2010;20;67;7;44;19;80;76;34;4;64;53;2;50;57;26;38;29;15;47;41;56
4112;18.5.2010;20;75;32;7;14;76;54;2;20;52;77;10;61;80;8;22;59;68;43;17;12
4113;19.5.2010;20;3;50;46;8;47;62;71;43;31;63;42;53;52;33;45;74;19;51;55;70
4114;20.5.2010;20;4;43;6;76;77;24;18;51;10;48;17;22;16;44;1;34;5;41;73;78
4115;21.5.2010;20;1;13;33;59;43;4;62;64;50;14;66;17;36;72;52;46;8;21;3;69
4116;22.5.2010;20;18;68;73;53;63;22;26;71;35;78;37;4;39;43;10;32;33;76;57;21
4117;23.5.2010;20;55;79;11;17;8;57;65;60;48;12;59;43;25;16;10;34;76;71;22;32
4118;24.5.2010;21;79;71;53;29;2;22;74;52;39;35;34;66;26;24;32;3;19;14;50;64
4119;25.5.2010;21;27;30;48;67;57;66;18;12;13;16;69;14;25;3;35;63;40;20;17;71
4120;26.5.2010;21;29;34;52;20;57;22;68;65;71;58;9;41;13;35;25;14;38;3;30;75
4121;27.5.2010;21;29;27;73;3;51;18;60;41;5;26;79;19;55;58;49;25;33;72;12;71
4122;28.5.2010;21;29;75;35;28;74;42;13;44;34;4;17;55;38;45;64;3;2;49;72;50
4123;29.5.2010;21;79;80;19;38;57;23;52;67;10;25;69;66;17;72;62;41;73;32;3;44
4124;30.5.2010;21;65;75;28;17;1;74;38;7;57;32;10;11;50;61;59;73;12;6;4;43
4125;31.5.2010;22;59;63;41;57;68;30;25;53;9;26;43;37;65;27;55;29;40;47;51;80
4126;1.6.2010;22;65;30;37;61;80;68;52;19;56;63;24;21;23;1;16;35;77;66;73;12
4127;2.6.2010;22;63;41;42;33;47;75;59;21;28;30;49;24;74;14;53;6;5;71;58;77
4128;3.6.2010;22;53;3;7;78;23;65;59;21;51;71;57;20;62;17;60;37;54;13;11;58
4129;4.6.2010;22;15;55;45;63;1;22;62;19;75;51;74;4;16;65;56;24;33;13;18;23
4130;5.6.2010;22;59;71;7;15;32;29;36;33;1;52;77;27;11;66;47;68;41;19;53;12
4131;6.6.2010;22;56;3;78;45;24;14;72;63;80;43;23;20;9;11;34;16;4;60;28;33
4132;7.6.2010;23;31;76;36;37;68;19;14;25;16;50;13;60;80;32;59;55;26;21;70;57
4133;8.6.2010;23;34;9;72;26;28;38;19;32;56;47;23;13;17;79;74;59;65;76;16;62
4134;9.6.2010;23;22;65;26;40;64;23;80;55;43;27;39;63;48;72;79;41;69;61;67;16
4135;10.6.2010;23;51;5;79;38;19;47;29;40;72;33;63;10;45;56;25;48;35;31;17;76
4136;11.6.2010;23;70;30;4;12;17;47;63;53;19;15;46;72;77;6;28;61;42;67;29;21
4137;12.6.2010;23;17;27;58;5;35;31;60;75;47;66;13;65;8;38;16;32;74;42;61;51
4138;13.6.2010;23;15;44;74;49;62;65;46;8;63;19;77;28;4;9;61;42;54;32;57;13
4139;14.6.2010;24;59;48;43;46;53;57;44;1;69;67;42;10;16;60;65;32;3;31;39;41
4140;15.6.2010;24;15;54;52;5;62;56;12;55;79;6;29;10;20;32;48;41;34;60;44;9
4141;16.6.2010;24;78;71;56;58;22;26;52;34;48;68;40;23;60;20;51;6;47;64;62;1
4142;17.6.2010;24;9;31;79;67;24;43;4;36;32;20;58;51;65;38;10;74;48;72;25;41
4143;18.6.2010;24;63;58;80;21;78;23;76;17;16;60;29;34;4;46;47;20;62;31;53;15
4144;19.6.2010;24;1;80;4;59;14;57;60;2;46;26;69;75;12;35;20;74;16;79;61;62
4145;20.6.2010;24;56;77;69;75;52;47;11;80;23;70;15;58;17;48;29;12;22;21;28;14
4146;21.6.2010;25;13;54;65;59;27;6;47;48;31;43;11;78;7;75;80;45;15;17;76;9
4147;22.6.2010;25;40;34;2;70;44;31;13;54;46;28;18;4;29;37;38;75;35;67;64;32
